name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
Adelphi Commons (Northeast),310,257007822,,residential,,,,"POLYGON ((-111.9280642 33.4145514, -111.9274998 33.414552, -111.9274977 33.414434, -111.9275994 33.4144331, -111.9275988 33.4144833, -111.9277133 33.4144839, -111.92771 33.4143911, -111.9277509 33.4143899, -111.9277525 33.4143986, -111.9277886 33.4143993, -111.9277914 33.4144824, -111.9278641 33.4144818, -111.9278629 33.4143999, -111.927904 33.4143995, -111.9279035 33.4143893, -111.9279426 33.41439, -111.9279411 33.4144817, -111.9280628 33.4144808, -111.9280642 33.4145514))","POINT (-111.92777287730672 33.414493256997886)",,
,311,1096226859,,yes,shelter,,,"POLYGON ((-111.935173 33.414848, -111.935233 33.4148478, -111.9352329 33.4148223, -111.9351729 33.4148225, -111.935173 33.414848))","POINT (-111.93520295000002 33.41483515)",,
,312,1123045080,,,bicycle_parking,,,"POLYGON ((-111.9373594 33.4178241, -111.9372904 33.4178236, -111.9372894 33.41774, -111.9373599 33.4177387, -111.9373594 33.4178241))","POINT (-111.93732489777314 33.4177814473246)",,
,313,1123074242,,,bicycle_parking,,,"POLYGON ((-111.9383975 33.4180753, -111.9383718 33.4180752, -111.9383714 33.4182539, -111.938397 33.418254, -111.9383975 33.4180753))","POINT (-111.93838442515086 33.41816454194341)",,
,314,1123219928,,,bicycle_parking,,,"POLYGON ((-111.9371373 33.4202584, -111.9370855 33.4202582, -111.9370859 33.4201764, -111.9371376 33.4201766, -111.9371373 33.4202584))","POINT (-111.93711157492329 33.42021741317201)",,
,315,1123245892,,,bicycle_parking,,,"POLYGON ((-111.9360649 33.4187404, -111.9357867 33.4187428, -111.9357855 33.4186525, -111.9360638 33.41865, -111.9360649 33.4187404))","POINT (-111.9359252504004 33.418696422036014)",,
,316,1123501287,,,,garden,,"POLYGON ((-111.9293841 33.4221695, -111.9292013 33.4221682, -111.9291285 33.422255, -111.9291687 33.422298, -111.9292256 33.422305, -111.9292741 33.4222822, -111.929375 33.4222106, -111.9293841 33.4221695))","POINT (-111.92925050178756 33.422228130568556)",,
,317,1123501295,,,bicycle_parking,,,"POLYGON ((-111.9302944 33.4185367, -111.930174 33.4185368, -111.930175 33.4186437, -111.930244 33.4186436, -111.9302439 33.4186063, -111.9302943 33.4186071, -111.9302944 33.4185367))","POINT (-111.93022854146851 33.418584162159036)",,
,318,1123507667,,,bicycle_parking,,,"POLYGON ((-111.9325099 33.4185025, -111.931861 33.4185039, -111.9318608 33.4184552, -111.9325097 33.4184537, -111.9325099 33.4185025))","POINT (-111.93218546092206 33.41847882474957)",,
,319,1124261527,,,,outdoor_seating,,"POLYGON ((-111.9379675 33.4181819, -111.9377943 33.4182219, -111.9377774 33.418174, -111.9379504 33.4181337, -111.9379675 33.4181819))","POINT (-111.93787249681239 33.41817785471586)",,
,320,1124261531,,roof,,outdoor_seating,,"POLYGON ((-111.9371487 33.4179747, -111.9373485 33.4179732, -111.9373519 33.4181413, -111.9371506 33.4181422, -111.9371487 33.4179747))","POINT (-111.93724998728794 33.418057953554005)",,
,321,1124291122,,,bicycle_parking,,,"POLYGON ((-111.9360827 33.4165567, -111.935935 33.4165588, -111.9359337 33.4164755, -111.9360821 33.4164735, -111.9360827 33.4165567))","POINT (-111.93600835837267 33.416516092482276)",,
,322,,3444659,,,pitch,,"MULTIPOLYGON (((-111.9251368 33.4266452, -111.9256689 33.4266452, -111.9256689 33.4256495, -111.9251368 33.4256495, -111.9251368 33.4266452)), ((-111.9249565 33.426638, -111.9244244 33.426638, -111.9244244 33.4256423, -111.9249565 33.4256423, -111.9249565 33.426638)))","POINT (-111.92504665000003 33.42614375)",,
,323,28821516,,,,swimming_pool,,"POLYGON ((-111.932196 33.415302, -111.932196 33.4150871, -111.9314922 33.4150871, -111.9314922 33.415302, -111.932196 33.415302))","POINT (-111.93184409999998 33.415194549999995)",,
Hayden Library,324,28822655,,yes,library,,,"POLYGON ((-111.9342793 33.4185763, -111.934584 33.4185756, -111.9348754 33.418575, -111.9348757 33.4188554, -111.934876 33.4189728, -111.934876 33.4190214, -111.9348767 33.4190738, -111.9348762 33.419254, -111.9348776 33.4193827, -111.9348781 33.4194702, -111.9342821 33.4194714, -111.9342794 33.4186824, -111.9342793 33.4185763))","POINT (-111.93457842773766 33.41902313571269)",,
Dixie Gammage Hall,325,28822719,,university,,,,"POLYGON ((-111.9360706 33.4188113, -111.9363837 33.4188096, -111.936384 33.419106, -111.9363857 33.4194059, -111.9362739 33.4194085, -111.9362747 33.4193894, -111.9359951 33.4193909, -111.9359945 33.4193138, -111.9362736 33.4193127, -111.936271 33.419145, -111.9361671 33.4191452, -111.9361663 33.4190696, -111.9362737 33.4190685, -111.9362711 33.418879, -111.9360697 33.4188832, -111.9360706 33.4188113))","POINT (-111.93626246408937 33.41912196237155)",,
Lyceum Theatre,326,28822944,,yes,,,,"POLYGON ((-111.936302 33.4203349, -111.9364816 33.420334, -111.9364811 33.4203602, -111.9364827 33.420524, -111.9364836 33.4206079, -111.9364989 33.4206079, -111.9364996 33.4207035, -111.9364883 33.4207036, -111.9364888 33.4207591, -111.9363336 33.4207599, -111.9363332 33.4207022, -111.9363205 33.4207022, -111.9363198 33.4206081, -111.9363317 33.4206081, -111.9363309 33.4204894, -111.9363031 33.4204895, -111.936302 33.4203349))","POINT (-111.93640241602512 33.42054340416413)",,
Fulton Center,327,28822961,,university,,,,"POLYGON ((-111.9348581 33.4224709, -111.9340743 33.4224802, -111.9340691 33.4220657, -111.9348517 33.4220618, -111.9348581 33.4224709))","POINT (-111.93446244663913 33.422269713102885)",,
Rural Road Parking Structure,328,28878477,,parking,parking,,,"POLYGON ((-111.9278358 33.418369, -111.9278326 33.4179265, -111.927828 33.4169642, -111.9274073 33.4169628, -111.9272849 33.4169621, -111.9272664 33.4169623, -111.9271944 33.4169621, -111.9268074 33.4169608, -111.9268088 33.4170101, -111.9266223 33.417009, -111.9266269 33.4178217, -111.9266258 33.4179208, -111.9266297 33.4183689, -111.9271984 33.4183686, -111.9276734 33.4183693, -111.9277261 33.4183692, -111.9278358 33.418369))","POINT (-111.92723110646754 33.417669287307504)",,
Central Plant,329,29215860,,industrial,,,,"POLYGON ((-111.9339569 33.4189178, -111.9334135 33.4189178, -111.9331672 33.4189178, -111.9331672 33.4192689, -111.9339569 33.4192689, -111.9339569 33.4189178))","POINT (-111.93356205 33.41909335)",,
Life Sciences C-Wing,330,29215993,,university,,,,"POLYGON ((-111.9339476 33.4198538, -111.9335528 33.4198538, -111.9335528 33.4201762, -111.9339476 33.4201762, -111.9339476 33.4198538))","POINT (-111.93375019999999 33.420015)",,
Engineering Center G-Wing,331,29216259,,university,,,,"POLYGON ((-111.9326098 33.420185, -111.9315873 33.4201869, -111.931587 33.4201246, -111.931587 33.4200836, -111.9315843 33.4199886, -111.9316252 33.4199862, -111.9316258 33.4198178, -111.9317511 33.4198156, -111.931751 33.4199862, -111.9323275 33.4199816, -111.9323291 33.4198463, -111.932465 33.419847, -111.9324682 33.4199848, -111.9326091 33.4199805, -111.9326098 33.420185))","POINT (-111.9320865802336 33.420056151551854)",,
Engineering Annex,332,29216442,,university,,,,"POLYGON ((-111.9321694 33.4188878, -111.9325124 33.4188878, -111.9325109 33.4187709, -111.9321686 33.4187551, -111.9321694 33.4188878))","POINT (-111.9323367057443 33.41882534222106)",,
Engineering Center B-Wing,333,29216480,,university,,,,"POLYGON ((-111.9317804 33.4190557, -111.932566 33.4190589, -111.9326391 33.4190563, -111.9326414 33.4188878, -111.9325124 33.4188878, -111.9321694 33.4188878, -111.9320209 33.4188878, -111.9317813 33.4188878, -111.9317804 33.4190557))","POINT (-111.93221172540947 33.4189725421314)",,
Physical Science G Wing,334,30406793,,university,,,,"POLYGON ((-111.9316855 33.4212934, -111.9314591 33.4212955, -111.931459 33.4212886, -111.9312996 33.42129, -111.9313016 33.4214405, -111.9314863 33.4214388, -111.9314871 33.4214992, -111.9316881 33.4214974, -111.9316865 33.4213707, -111.9316855 33.4212934))","POINT (-111.93150827960459 33.42138365908132)",,
,335,386274095,,roof,,,,"POLYGON ((-111.9271944 33.4169621, -111.9268074 33.4169608, -111.9268088 33.4170101, -111.9266223 33.417009, -111.9266269 33.4178217, -111.9266258 33.4179208, -111.9266297 33.4183689, -111.9271984 33.4183686, -111.9271944 33.4169621))","POINT (-111.92691319009757 33.41767218763625)",,
,336,386276924,,roof,,,,"POLYGON ((-111.9216944 33.4228465, -111.9211995 33.4228447, -111.9212001 33.422735, -111.9216949 33.4227368, -111.9216944 33.4228465))","POINT (-111.92144722485399 33.422790751846826)",,
,337,386277794,,roof,,outdoor_seating,,"POLYGON ((-111.9352379 33.4184865, -111.9352387 33.4183766, -111.9352352 33.4182643, -111.9352006 33.4182654, -111.9340731 33.4182743, -111.934073 33.4183613, -111.9340735 33.4184009, -111.9340759 33.4184965, -111.9341571 33.4184958, -111.9351796 33.4184855, -111.9352379 33.4184865))","POINT (-111.93465474111613 33.41838025619731)",,
,338,386278650,,roof,,,,"POLYGON ((-111.9293581 33.4278702, -111.929366 33.4284423, -111.9302547 33.4284372, -111.9302459 33.4278607, -111.9293581 33.4278702))","POINT (-111.929806743651 33.42815264037116)",,
,339,386278654,,roof,,,,"POLYGON ((-111.9291989 33.4277844, -111.9291919 33.4272046, -111.9283065 33.427212, -111.9283134 33.4277918, -111.9291989 33.4277844))","POINT (-111.92875267517175 33.4274982054553)",,
,340,470126654,,,parking,,,"POLYGON ((-111.930301 33.4217975, -111.9301922 33.4217972, -111.9301879 33.421698, -111.9301106 33.4217002, -111.9300982 33.4212727, -111.9302126 33.421271, -111.9302126 33.4213819, -111.9302959 33.4213811, -111.930301 33.4217975))","POINT (-111.93020077036105 33.42153507464337)",,
,341,546382876,,,,pitch,,"POLYGON ((-111.9225497 33.4263589, -111.9220207 33.4263615, -111.9220139 33.4253695, -111.9225429 33.425367, -111.9225497 33.4263589))","POINT (-111.92228179555678 33.42586422512854)",,
,342,552261819,,,,garden,,"POLYGON ((-111.9330208 33.4223782, -111.9330076 33.4223854, -111.9329979 33.4223842, -111.9329713 33.4223708, -111.9329388 33.4223553, -111.9328993 33.4223422, -111.9328588 33.422337, -111.9328118 33.4223322, -111.9327878 33.4223011, -111.9328041 33.4222966, -111.932818 33.4223154, -111.932865 33.4223167, -111.9329061 33.4223238, -111.9329599 33.4223424, -111.9329925 33.4223606, -111.9330208 33.4223782))","POINT (-111.93290366345731 33.422339631383124)",,
,343,552419482,,,,park,,"POLYGON ((-111.9366859 33.4160862, -111.9366764 33.4151784, -111.9367081 33.4151779, -111.9367181 33.4160905, -111.9366859 33.4160862))","POINT (-111.93669715037767 33.41563431645435)",,
,344,552634934,,,,park,,"POLYGON ((-111.9349042 33.4168731, -111.9349026 33.4169919, -111.9349247 33.4169981, -111.9350256 33.4169565, -111.9350318 33.4169465, -111.9350184 33.4168296, -111.934994 33.4167201, -111.9349844 33.4167135, -111.9349213 33.4167159, -111.9349123 33.4167194, -111.9349088 33.4168143, -111.9349372 33.4168293, -111.9349337 33.4168593, -111.9349042 33.4168731))","POINT (-111.93496244277826 33.416858478149614)",,
,345,1124322046,,,bicycle_parking,,,"POLYGON ((-111.9298339 33.4160165, -111.9297949 33.4159866, -111.9294786 33.4159809, -111.9293899 33.4160198, -111.9293967 33.4161151, -111.9297449 33.4161481, -111.9298329 33.4160734, -111.9298339 33.4160165))","POINT (-111.9296140624758 33.41605826146441)",,
,346,1125305081,,,bicycle_parking,,,"POLYGON ((-111.9310602 33.4192251, -111.9310642 33.4193735, -111.9310423 33.4193739, -111.9310382 33.4192256, -111.9310602 33.4192251))","POINT (-111.93105122462839 33.41929946714884)",,
,347,1125305083,,,bicycle_parking,,,"POLYGON ((-111.9310687 33.4196317, -111.9310672 33.4197199, -111.9310428 33.4197196, -111.9310443 33.4196314, -111.9310687 33.4196317))","POINT (-111.93105575000001 33.41967565)",,
,348,1125305088,,,bicycle_parking,,,"POLYGON ((-111.9278378 33.4174388, -111.9278376 33.4175867, -111.9278927 33.4175867, -111.9278929 33.4174389, -111.9278378 33.4174388))","POINT (-111.92786524689444 33.41751277496694)",,
,349,1125305093,,,parking,,,"POLYGON ((-111.930273 33.4181412, -111.9298811 33.4181369, -111.9298762 33.4175067, -111.9299817 33.4175048, -111.9299825 33.4175801, -111.9302688 33.4175814, -111.930273 33.4181412))","POINT (-111.93007004141076 33.41784882126852)",,
,350,1125305108,,,bicycle_parking,,,"POLYGON ((-111.9337106 33.4232596, -111.9337117 33.4233382, -111.9337395 33.4233379, -111.9337383 33.4232593, -111.9337106 33.4232596))","POINT (-111.93372502537709 33.423298773599534)",,
,351,1125305111,,,bicycle_parking,,,"POLYGON ((-111.9321517 33.4228824, -111.9320809 33.4228812, -111.9320815 33.4228575, -111.9321523 33.4228587, -111.9321517 33.4228824))","POINT (-111.93211660000001 33.42286995)",,
,352,1125305138,,yes,shelter,,,"POLYGON ((-111.9344789 33.4218209, -111.9344454 33.4218209, -111.9344453 33.4218061, -111.9344789 33.4218061, -111.9344789 33.4218209))","POINT (-111.93446212498756 33.421813496323885)",,
,353,1125510387,,,bicycle_parking,,,"POLYGON ((-111.9260378 33.4191996, -111.9260376 33.4192183, -111.9259425 33.4192178, -111.9259426 33.4191991, -111.9260378 33.4191996))","POINT (-111.92599012523594 33.41920869836348)",,
,354,1125517499,,,bicycle_parking,,,"POLYGON ((-111.935936 33.4197532, -111.9358961 33.4197529, -111.9358976 33.4196322, -111.9359376 33.4196326, -111.935936 33.4197532))","POINT (-111.93591682259256 33.419692699488714)",,
,355,1156816190,,yes,,,,"POLYGON ((-111.9331 33.4256482, -111.9331401 33.4255132, -111.9331324 33.4254978, -111.9330615 33.4254785, -111.9331216 33.4252818, -111.9332649 33.4253113, -111.9333142 33.4252033, -111.9331663 33.4251326, -111.9331704 33.4251215, -111.9330447 33.4250853, -111.9329227 33.425059, -111.9328058 33.4250472, -111.9328038 33.4250565, -111.932629 33.425059, -111.9326249 33.425093, -111.932571 33.4250972, -111.9325629 33.4251218, -111.9326168 33.4251345, -111.9326117 33.4251668, -111.932753 33.4252007, -111.9326991 33.425406, -111.9326249 33.425389, -111.9326086 33.4253984, -111.93257 33.4255298, -111.9327763 33.4255782, -111.9327723 33.4255926, -111.932878 33.4256155, -111.9328831 33.4256011, -111.9331 33.4256482))","POINT (-111.93291207957938 33.42532693847634)",,
Tyler Street Parking Structure,356,1159757575,,roof,,,,"POLYGON ((-111.9287083 33.4204402, -111.9286653 33.4204405, -111.9278743 33.4204469, -111.9277873 33.4204476, -111.9277943 33.421022, -111.9286413 33.4210152, -111.9287173 33.4210146, -111.9287143 33.4209348, -111.9287113 33.420644, -111.9287083 33.4204402))","POINT (-111.92825148344438 33.420731114528934)",,
,357,,60505,university,,,,"MULTIPOLYGON (((-111.9328285 33.4195947, -111.9328592 33.419595, -111.9328587 33.4195589, -111.9328967 33.4195581, -111.9329612 33.4195568, -111.9329615 33.4195641, -111.9330135 33.419564, -111.9330141 33.4195437, -111.9330149 33.4195209, -111.9332451 33.4195197, -111.9333043 33.4195193, -111.933305 33.4195263, -111.9334634 33.4195262, -111.9334665 33.4197228, -111.9333169 33.4197243, -111.9333197 33.4198426, -111.9334702 33.4197721, -111.9334882 33.4197929, -111.9335097 33.4198687, -111.9335123 33.419924, -111.9335052 33.4199724, -111.9334895 33.4200113, -111.9334672 33.420044, -111.9334473 33.4200386, -111.9334483 33.4201378, -111.9334014 33.4201385, -111.9334022 33.4201724, -111.9329915 33.4201748, -111.932992 33.4202096, -111.9328825 33.420208, -111.9328817 33.4201735, -111.9328307 33.4201736, -111.9328285 33.4195947)))","POINT (-111.93314703586833 33.41985820209969)",,
,358,,7908538,,parking,,,"MULTIPOLYGON (((-111.9283404 33.4286213, -111.9283151 33.4278743, -111.9283124 33.4277927, -111.9282996 33.4271958, -111.9291349 33.4272004, -111.9291575 33.4284688, -111.9290653 33.4285046, -111.9290667 33.4285522, -111.9283404 33.4286213)), ((-111.9294191 33.4250673, -111.929445 33.4244442, -111.9294411 33.4243323, -111.9299308 33.4243263, -111.929931 33.4246048, -111.930001 33.4247844, -111.9300049 33.4249786, -111.9297512 33.4254285, -111.9296703 33.4254881, -111.9296646 33.4259067, -111.9297859 33.4262685, -111.9299093 33.4264533, -111.930105 33.4266359, -111.9304892 33.4268721, -111.9304974 33.4269352, -111.9307135 33.4269317, -111.9307457 33.4273001, -111.9303804 33.4273098, -111.9303905 33.4276354, -111.9304981 33.4276364, -111.9305623 33.427728, -111.9305896 33.4281326, -111.930841 33.4281499, -111.9308907 33.4280825, -111.9312608 33.4282871, -111.9312213 33.4283426, -111.9315442 33.4285163, -111.9322307 33.4286655, -111.9322279 33.428608, -111.9325801 33.4285977, -111.9332406 33.4285592, -111.9334708 33.4283034, -111.9335302 33.4283351, -111.9335991 33.4281482, -111.9338762 33.4280488, -111.9340274 33.4282032, -111.934425 33.4287947, -111.9344518 33.4288728, -111.9344821 33.4290189, -111.9343611 33.4293734, -111.9339643 33.4292638, -111.9339371 33.4293216, -111.9336664 33.4292462, -111.9334537 33.4292143, -111.9332568 33.4292013, -111.9329822 33.4292013, -111.9329821 33.429122, -111.9324885 33.4291114, -111.9324787 33.4287862, -111.932252 33.4287882, -111.9322493 33.4290686, -111.9321712 33.4290688, -111.9321542 33.4291451, -111.9318335 33.4290901, -111.9317962 33.4290801, -111.9314944 33.4289653, -111.9315255 33.4289047, -111.9313086 33.4288258, -111.9312719 33.4288818, -111.9309724 33.4287796, -111.9305971 33.4286766, -111.9304464 33.4286463, -111.9302531 33.4286074, -111.9299419 33.4285707, -111.9296743 33.4285505, -111.9294887 33.4285463, -111.9294841 33.4284733, -111.929433 33.4284539, -111.9293859 33.4267657, -111.929462 33.4267645, -111.9294191 33.4250673)))","POINT (-111.93075685370441 33.4277720158743)",,
Student Services Building,359,28822055,,university,,,,"POLYGON ((-111.9361392 33.4164633, -111.9364685 33.4164615, -111.9364703 33.4165511, -111.9365156 33.4165522, -111.9365171 33.4171468, -111.9364776 33.4171479, -111.9364762 33.4175129, -111.9361451 33.4175144, -111.9361419 33.4170644, -111.9360855 33.4170462, -111.9360385 33.4170226, -111.9359954 33.4169841, -111.9359614 33.4169384, -111.9359433 33.416891, -111.9359382 33.4168401, -111.9359446 33.4167889, -111.9359706 33.4167387, -111.9359959 33.416706, -111.9360646 33.4166599, -111.9361166 33.4166384, -111.9361389 33.4166324, -111.9361392 33.4164633))","POINT (-111.93628197984918 33.41695957931389)",,
A J Matthews Center,360,28822889,,university,,,,"POLYGON ((-111.9356976 33.4197378, -111.9354598 33.4197389, -111.9354603 33.419691, -111.9353945 33.4196899, -111.9352783 33.4196879, -111.9352821 33.4200235, -111.9352575 33.4200254, -111.9352565 33.420104, -111.9352808 33.4201042, -111.9352856 33.4201902, -111.9356987 33.4201855, -111.9356976 33.4197378))","POINT (-111.93548174827932 33.41995267144641)",,
